No.,Time,Source,Destination,Protocol,Length,Info,Tcp Flags,Source MAC,Destination MAC,Source IP ARP,Destination IP ARP,Time to live,Flags,Delta time,Frame length,Label
5623,33:54.1,8.8.8.8,192.168.77.21,UDP,1292,443  >  62977 Len=1250,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.015213,1292,1
5624,33:54.1,8.8.8.8,192.168.77.21,UDP,341,443  >  62977 Len=299,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000516,341,1
5625,33:54.1,8.8.8.8,192.168.77.21,UDP,976,443  >  62977 Len=934,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.006889,976,1
5626,33:54.1,8.8.8.8,192.168.77.21,UDP,67,443  >  62977 Len=25,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000404,67,1
5627,33:54.1,8.8.8.8,192.168.77.21,UDP,550,443  >  62977 Len=508,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.032174,550,1
5628,33:54.1,8.8.8.8,192.168.77.21,UDP,64,443  >  62977 Len=22,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000338,64,1
5629,33:54.1,157.240.199.17,192.168.77.21,TLSv1.3,82,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.007197,82,1
5630,33:54.1,157.240.199.17,192.168.77.21,TLSv1.3,82,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000899,82,1
5631,33:54.1,192.168.77.21,8.8.8.8,UDP,1292,62977  >  443 Len=1250,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.025601,1292,0
5632,33:54.1,192.168.77.21,8.8.8.8,UDP,120,62977  >  443 Len=78,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000497,120,0
5633,33:54.1,192.168.77.21,8.8.8.8,UDP,73,62977  >  443 Len=31,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.004796,73,0
5634,33:54.1,192.168.77.21,8.8.8.8,UDP,73,62977  >  443 Len=31,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000768,73,0
5635,33:54.2,8.8.8.8,192.168.77.21,UDP,162,443  >  62977 Len=120,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.032143,162,1
5636,33:54.2,8.8.8.8,192.168.77.21,UDP,768,443  >  62977 Len=726,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000238,768,1
5637,33:54.2,192.168.77.21,8.8.8.8,UDP,78,62977  >  443 Len=36,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.028915,78,0
5638,33:54.2,192.168.77.21,157.240.199.15,UDP,1292,62214  >  443 Len=1250,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.001964,1292,0
5639,33:54.2,192.168.77.21,157.240.199.15,UDP,1292,62214  >  443 Len=1250,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.00022,1292,0
5640,33:54.2,192.168.77.21,157.240.199.15,UDP,118,62214  >  443 Len=76,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000406,118,0
5641,33:54.2,192.168.77.21,157.240.199.15,TLSv1.3,133,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000336,133,0
5642,33:54.2,192.168.77.21,157.240.199.15,TLSv1.3,93,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.00016,93,0
5643,33:54.2,157.240.199.17,192.168.77.21,TCP,82,"[TCP Retransmission] 443  >  49971 [PSH, ACK] Seq=1261 Ack=3501 Win=64240 Len=28",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.00807,82,1
5644,33:54.2,192.168.77.21,157.240.199.17,TCP,54,49971  >  443 [ACK] Seq=3501 Ack=1289 Win=62952 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,5.60E-05,54,0
5645,33:54.2,192.168.77.21,157.240.199.17,TCP,54,49972  >  443 [ACK] Seq=6200 Ack=6690 Win=63139 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.016347,54,0
5646,33:54.2,157.240.199.17,192.168.77.21,TLSv1.3,82,"[TCP Spurious Retransmission] , Application Data",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001547,82,1
5647,33:54.2,192.168.77.21,157.240.199.17,TCP,54,[TCP Dup ACK 5645#1] 49972  >  443 [ACK] Seq=6200 Ack=6690 Win=63139 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000233,54,0
5648,33:54.3,8.8.8.8,192.168.77.21,UDP,67,443  >  62977 Len=25,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.021058,67,1
5649,33:54.3,157.240.199.15,192.168.77.21,TCP,60,443  >  49976 [ACK] Seq=4090 Ack=2673 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003292,60,1
5650,33:54.3,157.240.199.15,192.168.77.21,TCP,60,443  >  49976 [ACK] Seq=4090 Ack=2712 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000681,60,1
5651,33:54.3,157.240.199.15,192.168.77.21,TLSv1.3,415,"Application Data, Application Data, Application Data",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.032673,415,1
5652,33:54.3,157.240.199.15,192.168.77.21,UDP,1274,443  >  62214 Len=1232,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000589,1274,1
5653,33:54.3,157.240.199.15,192.168.77.21,UDP,797,443  >  62214 Len=755,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.008341,797,1
5654,33:54.3,157.240.199.15,192.168.77.21,UDP,90,443  >  62214 Len=48,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000619,90,1
5655,33:54.3,157.240.199.15,192.168.77.21,UDP,122,443  >  62214 Len=80,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.005598,122,1
5656,33:54.3,157.240.199.15,192.168.77.21,TLSv1.3,595,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002483,595,1
5657,33:54.3,192.168.77.21,157.240.199.15,TCP,54,49976  >  443 [ACK] Seq=2712 Ack=4992 Win=62851 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,8.00E-05,54,0
5658,33:54.3,157.240.199.15,192.168.77.21,TLSv1.3,93,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.013875,93,1
5659,33:54.3,192.168.77.21,157.240.199.15,UDP,123,62214  >  443 Len=81,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.014926,123,0
5660,33:54.4,157.240.199.15,192.168.77.21,UDP,1274,443  >  62214 Len=1232,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.05263,1274,1
5661,33:54.4,157.240.199.15,192.168.77.21,UDP,797,443  >  62214 Len=755,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0,797,1
5662,33:54.4,157.240.199.15,192.168.77.21,UDP,98,443  >  62214 Len=56,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.012882,98,1
5663,33:54.4,157.240.199.15,192.168.77.21,UDP,81,443  >  62214 Len=39,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001104,81,1
5664,33:54.4,157.240.199.15,192.168.77.21,UDP,154,443  >  62214 Len=112,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000399,154,1
5665,33:54.4,157.240.199.15,192.168.77.21,UDP,314,443  >  62214 Len=272,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001488,314,1
5666,33:54.4,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,0.017731,60,0
5667,33:54.4,157.240.199.15,192.168.77.21,TCP,93,"[TCP Retransmission] 443  >  49976 [PSH, ACK] Seq=4992 Ack=2712 Win=64240 Len=39",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.014665,93,1
5668,33:54.4,192.168.77.21,157.240.199.15,TCP,54,49976  >  443 [ACK] Seq=2712 Ack=5031 Win=62812 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,4.80E-05,54,0
5669,33:54.5,192.168.77.21,157.240.199.15,UDP,79,62214  >  443 Len=37,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.032908,79,0
5670,33:54.5,192.168.77.21,157.240.199.15,UDP,125,62214  >  443 Len=83,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000283,125,0
5671,33:54.5,192.168.77.21,157.240.199.15,UDP,78,62214  >  443 Len=36,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.00014,78,0
5672,33:54.5,192.168.77.21,157.240.199.15,UDP,78,62214  >  443 Len=36,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000427,78,0
5673,33:54.5,192.168.77.21,157.240.199.15,UDP,78,62214  >  443 Len=36,,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.000533,78,0
5674,33:54.5,157.240.199.15,192.168.77.21,UDP,83,443  >  62214 Len=41,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.061286,83,1
5675,33:54.5,157.240.199.15,192.168.77.21,UDP,90,443  >  62214 Len=48,,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001136,90,1
5676,33:54.6,192.168.77.21,157.240.199.15,TLSv1.3,89,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.039615,89,0
5677,33:54.6,157.240.199.15,192.168.77.21,TCP,60,443  >  49976 [ACK] Seq=5031 Ack=2747 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.015117,60,1
5678,33:54.7,192.168.77.21,157.240.199.17,TLSv1.3,162,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,0.10437,162,0
5679,33:54.7,157.240.199.17,192.168.77.21,TCP,60,443  >  49972 [ACK] Seq=6690 Ack=6308 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.019994,60,1
5680,33:54.9,157.240.199.17,192.168.77.21,TLSv1.3,84,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.161191,84,1
5681,33:54.9,157.240.199.17,192.168.77.21,TLSv1.3,296,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.024589,296,1
5682,33:54.9,192.168.77.21,157.240.199.17,TCP,54,49972  >  443 [ACK] Seq=6308 Ack=6962 Win=62867 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,6.80E-05,54,0
5683,33:56.2,192.168.77.21,23.49.104.204,HTTP,491,GET /filestreamingservice/files/ede01728-0354-4321-87c9-5b6ecfef8c97?P1=1744879689&P2=404&P3=2&P4=cltyto2tLES%2b411fboLFj3Y9YYkD3GG%2b0XwacZ1o%2ftLlR2z2s2UKTRclSPFGET2Y9aGNgDJipOFGYuLHRRcnVQ%3d%3d HTTP/1.1 ,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,1.349004,491,0
5684,33:56.3,23.49.104.204,192.168.77.21,TCP,60,80  >  49944 [ACK] Seq=264869 Ack=2182 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.012423,60,1
5685,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=264869 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.045079,1514,1
5686,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=266329 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001101,1514,1
5687,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=267789 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,5.90E-05,54,0
5688,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=267789 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002576,1514,1
5689,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=269249 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0,1514,1
5690,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=270709 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,6.90E-05,54,0
5691,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=270709 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002562,1514,1
5692,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=272169 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001257,1514,1
5693,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=273629 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,5.10E-05,54,0
5694,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=273629 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.00301,1514,1
5695,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=275089 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000468,1514,1
5696,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=276549 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,8.60E-05,54,0
5697,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=276549 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002065,1514,1
5698,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=278009 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000681,1514,1
5699,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=279469 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,4.30E-05,54,0
5700,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=279469 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.00294,1514,1
5701,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=280929 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003419,1514,1
5702,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=282389 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,8.00E-05,54,0
5703,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=282389 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003536,1514,1
5704,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=283849 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002993,1514,1
5705,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=285309 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,7.80E-05,54,0
5706,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=285309 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003686,1514,1
5707,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=286769 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.00052,1514,1
5708,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=288229 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,4.00E-05,54,0
5709,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=288229 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003648,1514,1
5710,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=289689 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002776,1514,1
5711,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=291149 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,7.20E-05,54,0
5712,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=291149 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000466,1514,1
5713,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49944 [PSH, ACK] Seq=292609 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.00273,1514,1
5714,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=294069 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,6.60E-05,54,0
5715,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=294069 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000574,1514,1
5716,33:56.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=295529 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.001452,1514,1
5717,33:56.3,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=296989 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,5.20E-05,54,0
5718,33:56.4,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=296989 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.004519,1514,1
5719,33:56.4,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=298449 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.000521,1514,1
5720,33:56.4,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=299909 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,5.40E-05,54,0
5721,33:56.4,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=299909 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002613,1514,1
5722,33:56.4,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=301369 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.003849,1514,1
5723,33:56.4,192.168.77.21,23.49.104.204,TCP,54,49944  >  80 [ACK] Seq=2182 Ack=302829 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,00:50:00:00:05:00,,,128,0x4000,7.60E-05,54,0
5724,33:56.4,23.49.104.204,192.168.77.21,TCP,1514,80  >  49944 [ACK] Seq=302829 Ack=2182 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:50:00:00:05:00,50:00:00:06:00:00,,,127,0x0000,0.002361,1514,1
